telemetry_id,timestamp,equipment_id,model,longitude,engine_status,engine_hours,operating_hours,utilization_pct,maintenance_status,rental_id,vendor_name,checkout_datetime,expected_return_datetime,fuel_efficiency_liters_per_operating_hour,anomaly_injected,checkin_datetime,rental_status_generated
T0000788,2025-10-28 13:03:00,EQX0003,Komatsu WA380,77.743982,Running,6.52,5.7,87.33,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,12.978947368421052,True,2026-09-01 10:27:27.749257420,late
T0000789,2025-10-29 15:34:00,EQX0003,Komatsu WA380,77.748299,Off,2.16,0.0,0.0,Service Due,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,,False,2026-09-01 10:27:27.749257420,late
T0000790,2025-10-30 09:52:00,EQX0003,Komatsu WA380,77.749242,Off,4.76,0.99,20.86,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,25.161616161616163,False,2026-09-01 10:27:27.749257420,late
T0000791,2025-10-31 19:26:00,EQX0003,Komatsu WA380,77.74856,Running,7.66,6.06,79.2,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,16.91914191419142,False,2026-09-01 10:27:27.749257420,late
T0000792,2025-11-01 19:54:00,EQX0003,Komatsu WA380,77.752614,Running,5.76,4.65,80.67,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,13.974193548387095,False,2026-09-01 10:27:27.749257420,late
T0000793,2025-11-02 11:17:00,EQX0003,Komatsu WA380,77.750336,Running,8.44,5.98,70.86,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,15.600334448160536,False,2026-09-01 10:27:27.749257420,late
T0000794,2025-11-03 18:15:00,EQX0003,Komatsu WA380,77.74973,Running,9.03,6.23,68.93,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,12.823434991974317,False,2026-09-01 10:27:27.749257420,late
T0000795,2025-11-04 07:34:00,EQX0003,Komatsu WA380,77.753339,Running,8.84,7.42,83.95,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,19.0377358490566,False,2026-09-01 10:27:27.749257420,late
T0000796,2025-11-05 18:19:00,EQX0003,Komatsu WA380,77.750492,Running,3.98,3.88,97.49,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,11.927835051546392,False,2026-09-01 10:27:27.749257420,late
T0000797,2025-11-06 17:39:00,EQX0003,Komatsu WA380,77.75308,Running,8.52,3.99,46.78,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,17.06015037593985,False,2026-09-01 10:27:27.749257420,late
T0000798,2025-11-07 06:12:00,EQX0003,Komatsu WA380,77.748918,Running,4.98,2.98,59.76,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,16.906040268456376,False,2026-09-01 10:27:27.749257420,late
T0000799,2025-11-08 16:58:00,EQX0003,Komatsu WA380,77.750914,Off,2.55,0.55,21.76,Service Due,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,22.29090909090909,False,2026-09-01 10:27:27.749257420,late
T0000800,2025-11-09 08:16:00,EQX0003,Komatsu WA380,77.74866,Running,9.17,5.03,54.86,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,18.439363817097416,False,2026-09-01 10:27:27.749257420,late
T0000801,2025-11-10 08:59:00,EQX0003,Komatsu WA380,77.748569,Running,5.28,3.27,62.03,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,17.749235474006117,False,2026-09-01 10:27:27.749257420,late
T0000802,2025-11-11 18:40:00,EQX0003,Komatsu WA380,77.750679,Running,10.48,8.16,77.83,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,15.78063725490196,False,2026-09-01 10:27:27.749257420,late
T0000803,2025-11-12 09:12:00,EQX0003,Komatsu WA380,77.752409,Running,9.61,5.62,58.51,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,15.08185053380783,False,2026-09-01 10:27:27.749257420,late
T0000804,2025-11-13 06:20:00,EQX0003,Komatsu WA380,77.751257,Running,9.48,4.95,52.26,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,20.15757575757576,False,2026-09-01 10:27:27.749257420,late
T0000805,2025-11-14 09:53:00,EQX0003,Komatsu WA380,77.752616,Running,3.83,0.5,13.06,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,44.72,False,2026-09-01 10:27:27.749257420,late
T0000806,2025-11-15 18:38:00,EQX0003,Komatsu WA380,77.750296,Running,6.49,4.68,72.06,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,17.00854700854701,False,2026-09-01 10:27:27.749257420,late
T0000807,2025-11-16 11:03:00,EQX0003,Komatsu WA380,77.746625,Off,3.21,0.46,14.19,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,29.82608695652174,False,2026-09-01 10:27:27.749257420,late
T0000808,2025-11-17 11:22:00,EQX0003,Komatsu WA380,77.750736,Off,1.34,0.65,48.72,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,18.2,False,2026-09-01 10:27:27.749257420,late
T0000809,2025-11-18 10:16:00,EQX0003,Komatsu WA380,77.7513,Running,4.73,3.24,68.52,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,12.74074074074074,False,2026-09-01 10:27:27.749257420,late
T0000810,2025-11-19 16:17:00,EQX0003,Komatsu WA380,77.745323,Running,10.99,7.88,71.73,Service Due,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,13.76269035532995,False,2026-09-01 10:27:27.749257420,late
T0000811,2025-11-20 19:43:00,EQX0003,Komatsu WA380,77.749004,Off,2.3,0.0,0.0,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,,False,2026-09-01 10:27:27.749257420,late
T0000812,2025-11-21 08:49:00,EQX0003,Komatsu WA380,77.745462,Running,7.61,4.92,64.67,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,17.723577235772357,False,2026-09-01 10:27:27.749257420,late
T0000813,2025-11-22 07:01:00,EQX0003,Komatsu WA380,77.751416,Running,9.45,7.74,81.89,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,14.704134366925064,False,2026-09-01 10:27:27.749257420,late
T0000814,2025-11-23 16:33:00,EQX0003,Komatsu WA380,77.751471,Off,2.15,0.39,18.16,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,29.102564102564106,False,2026-09-01 10:27:27.749257420,late
T0000815,2025-11-24 18:24:00,EQX0003,Komatsu WA380,77.205329,Running,5.68,4.86,85.63,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,16.7119341563786,False,2026-09-01 10:27:27.749257420,late
T0000816,2025-11-25 16:57:00,EQX0003,Komatsu WA380,77.74895,Running,8.87,6.84,77.16,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,17.71783625730994,False,2026-09-01 10:27:27.749257420,late
T0000817,2025-11-26 18:10:00,EQX0003,Komatsu WA380,77.749489,Off,0.86,0.0,0.0,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,,False,2026-09-01 10:27:27.749257420,late
T0000818,2025-11-27 18:12:00,EQX0003,Komatsu WA380,77.748946,Running,11.38,9.39,82.51,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,18.91906283280085,False,2026-09-01 10:27:27.749257420,late
T0000819,2025-11-28 15:32:00,EQX0003,Komatsu WA380,77.751649,Running,6.3,5.67,89.92,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,14.728395061728396,False,2026-09-01 10:27:27.749257420,late
T0000820,2025-11-29 17:52:00,EQX0003,Komatsu WA380,77.754152,Off,1.61,0.06,3.67,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,93.33333333333331,False,2026-09-01 10:27:27.749257420,late
T0000821,2025-11-30 13:34:00,EQX0003,Komatsu WA380,77.748759,Running,9.24,7.14,77.25,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,17.86134453781513,False,2026-09-01 10:27:27.749257420,late
T0000822,2025-12-01 13:12:00,EQX0003,Komatsu WA380,77.749918,Off,3.13,1.42,45.27,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,17.3943661971831,False,2026-09-01 10:27:27.749257420,late
T0000823,2025-12-02 07:30:00,EQX0003,Komatsu WA380,77.749448,Off,0.0,0.0,0.0,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,,False,2026-09-01 10:27:27.749257420,late
T0000824,2025-12-03 19:19:00,EQX0003,Komatsu WA380,77.753353,Running,7.16,3.34,46.69,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,22.55688622754491,False,2026-09-01 10:27:27.749257420,late
T0000825,2025-12-04 06:19:00,EQX0003,Komatsu WA380,77.751635,Running,4.8,3.94,82.05,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,18.738578680203045,False,2026-09-01 10:27:27.749257420,late
T0000826,2025-12-05 16:15:00,EQX0003,Komatsu WA380,77.75042,Off,1.66,0.0,0.0,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,,False,2026-09-01 10:27:27.749257420,late
T0000827,2025-12-06 11:42:00,EQX0003,Komatsu WA380,77.751315,Running,8.35,4.99,59.75,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,15.735470941883769,False,2026-09-01 10:27:27.749257420,late
T0000828,2025-12-07 10:48:00,EQX0003,Komatsu WA380,77.746453,Off,2.29,0.48,20.94,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,29.145833333333336,False,2026-09-01 10:27:27.749257420,late
T0000829,2025-12-08 14:51:00,EQX0003,Komatsu WA380,77.751753,Off,2.1,0.16,7.55,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,69.1875,False,2026-09-01 10:27:27.749257420,late
T0000830,2025-12-09 13:55:00,EQX0003,Komatsu WA380,77.749885,Running,8.45,8.35,98.82,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,15.225149700598802,False,2026-09-01 10:27:27.749257420,late
T0000831,2025-12-10 08:09:00,EQX0003,Komatsu WA380,77.749551,Running,12.17,10.07,82.75,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,19.18272095332671,False,2026-09-01 10:27:27.749257420,late
T0000832,2025-12-11 09:52:00,EQX0003,Komatsu WA380,77.753098,Off,0.31,0.06,20.25,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,33.0,False,2026-09-01 10:27:27.749257420,late
T0000833,2025-12-12 10:31:00,EQX0003,Komatsu WA380,77.750961,Off,1.65,0.12,7.17,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,34.083333333333336,False,2026-09-01 10:27:27.749257420,late
T0000834,2025-12-13 12:36:00,EQX0003,Komatsu WA380,77.746767,Running,5.39,5.29,98.14,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,11.650283553875235,False,2026-09-01 10:27:27.749257420,late
T0000835,2025-12-14 15:13:00,EQX0003,Komatsu WA380,77.748283,Off,2.22,0.73,32.99,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,17.89041095890411,False,2026-09-01 10:27:27.749257420,late
T0000836,2025-12-15 07:15:00,EQX0003,Komatsu WA380,77.753249,Off,1.67,0.85,50.48,Service Due,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,18.74117647058824,False,2026-09-01 10:27:27.749257420,late
T0000837,2025-12-16 08:43:00,EQX0003,Komatsu WA380,77.747783,Off,2.98,0.58,19.64,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,22.827586206896555,False,2026-09-01 10:27:27.749257420,late
T0000838,2025-12-17 14:22:00,EQX0003,Komatsu WA380,77.749686,Running,6.64,5.96,89.8,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,17.436241610738257,False,2026-09-01 10:27:27.749257420,late
T0000839,2025-12-18 12:47:00,EQX0003,Komatsu WA380,77.75267,Running,10.13,6.88,67.96,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,14.373546511627907,False,2026-09-01 10:27:27.749257420,late
T0000840,2025-12-19 16:19:00,EQX0003,Komatsu WA380,77.746978,Running,10.49,8.01,76.34,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,13.79275905118602,False,2026-09-01 10:27:27.749257420,late
T0000841,2025-12-20 13:04:00,EQX0003,Komatsu WA380,77.748698,Running,10.71,5.6,52.31,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,22.95357142857143,False,2026-09-01 10:27:27.749257420,late
T0000842,2025-12-21 19:48:00,EQX0003,Komatsu WA380,77.656719,Off,1.13,0.0,0.0,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,,False,2026-09-01 10:27:27.749257420,late
T0000843,2025-12-22 17:16:00,EQX0003,Komatsu WA380,77.747708,Running,7.1,6.69,94.26,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,16.09267563527653,False,2026-09-01 10:27:27.749257420,late
T0000844,2025-12-23 09:24:00,EQX0003,Komatsu WA380,77.751071,Off,1.27,0.0,0.0,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,,False,2026-09-01 10:27:27.749257420,late
T0000845,2025-12-24 09:49:00,EQX0003,Komatsu WA380,77.75056,Running,8.75,4.86,55.51,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,13.380658436213992,False,2026-09-01 10:27:27.749257420,late
T0000846,2025-12-25 07:14:00,EQX0003,Komatsu WA380,77.750441,Running,8.65,5.1,58.9,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,15.101960784313723,False,2026-09-01 10:27:27.749257420,late
T0000847,2025-12-26 19:50:00,EQX0003,Komatsu WA380,77.749436,Off,2.25,0.41,18.01,Service Due,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,27.14634146341464,False,2026-09-01 10:27:27.749257420,late
T0000848,2025-12-27 14:13:00,EQX0003,Komatsu WA380,77.751076,Running,7.0,4.95,70.74,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,12.82020202020202,False,2026-09-01 10:27:27.749257420,late
T0000849,2025-12-28 11:46:00,EQX0003,Komatsu WA380,77.749124,Running,8.26,6.08,73.67,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,15.51315789473684,False,2026-09-01 10:27:27.749257420,late
T0000850,2025-12-29 19:33:00,EQX0003,Komatsu WA380,77.749272,Running,11.58,8.15,70.4,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,19.193865030674846,False,2026-09-01 10:27:27.749257420,late
T0000851,2025-12-30 16:29:00,EQX0003,Komatsu WA380,77.74806,Off,0.97,0.97,100.0,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,14.938144329896907,False,2026-09-01 10:27:27.749257420,late
T0000852,2025-12-31 07:38:00,EQX0003,Komatsu WA380,77.748542,Running,10.86,8.43,77.66,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,12.627520759193358,False,2026-09-01 10:27:27.749257420,late
T0000853,2026-01-01 13:54:00,EQX0003,Komatsu WA380,77.748526,Running,13.36,9.23,69.08,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,19.241603466955578,False,2026-09-01 10:27:27.749257420,late
T0000854,2026-01-02 15:27:00,EQX0003,Komatsu WA380,77.748148,Running,9.42,7.16,75.96,Service Due,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,19.62011173184357,False,2026-09-01 10:27:27.749257420,late
T0000855,2026-01-03 12:47:00,EQX0003,Komatsu WA380,77.750146,Running,11.21,7.9,70.47,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,14.145569620253164,False,2026-09-01 10:27:27.749257420,late
T0000856,2026-01-04 07:54:00,EQX0003,Komatsu WA380,77.749224,Running,8.49,7.06,83.15,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,16.626062322946176,False,2026-09-01 10:27:27.749257420,late
T0000857,2026-01-05 08:50:00,EQX0003,Komatsu WA380,77.747684,Off,3.48,0.28,7.95,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,36.85714285714285,False,2026-09-01 10:27:27.749257420,late
T0000858,2026-01-06 16:15:00,EQX0003,Komatsu WA380,77.751708,Running,8.06,5.75,71.33,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,13.878260869565215,False,2026-09-01 10:27:27.749257420,late
T0000859,2026-01-07 09:21:00,EQX0003,Komatsu WA380,77.748037,Running,6.8,5.24,77.05,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,13.467557251908396,False,2026-09-01 10:27:27.749257420,late
T0000860,2026-01-08 06:28:00,EQX0003,Komatsu WA380,77.750185,Off,1.25,0.46,36.81,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,17.67391304347826,False,2026-09-01 10:27:27.749257420,late
T0000861,2026-01-09 18:38:00,EQX0003,Komatsu WA380,77.751579,Running,6.87,4.76,69.32,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,12.764705882352942,False,2026-09-01 10:27:27.749257420,late
T0000862,2026-01-10 18:39:00,EQX0003,Komatsu WA380,77.748446,Off,2.23,0.0,0.0,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,,False,2026-09-01 10:27:27.749257420,late
T0000863,2026-01-11 11:47:00,EQX0003,Komatsu WA380,77.750394,Off,1.35,0.0,0.0,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,,False,2026-09-01 10:27:27.749257420,late
T0000864,2026-01-12 13:24:00,EQX0003,Komatsu WA380,77.746703,Running,8.51,7.41,87.04,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,12.06612685560054,False,2026-09-01 10:27:27.749257420,late
T0000865,2026-01-13 17:21:00,EQX0003,Komatsu WA380,78.487305,Running,4.24,3.3,77.8,Service Due,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,15.23939393939394,False,2026-09-01 10:27:27.749257420,late
T0000866,2026-01-14 18:28:00,EQX0003,Komatsu WA380,77.750055,Running,9.66,7.58,78.48,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,19.01583113456464,False,2026-09-01 10:27:27.749257420,late
T0000867,2026-01-15 12:52:00,EQX0003,Komatsu WA380,77.747888,Off,1.46,1.17,79.8,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,11.64102564102564,False,2026-09-01 10:27:27.749257420,late
T0000868,2026-01-16 10:22:00,EQX0003,Komatsu WA380,77.753682,Off,2.08,0.56,26.84,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,23.23214285714285,False,2026-09-01 10:27:27.749257420,late
T0000869,2026-01-17 10:04:00,EQX0003,Komatsu WA380,77.749114,Off,2.92,0.57,19.4,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,21.96491228070176,False,2026-09-01 10:27:27.749257420,late
T0000870,2026-01-18 10:15:00,EQX0003,Komatsu WA380,77.749875,Running,10.2,8.03,78.67,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,14.443337484433377,False,2026-09-01 10:27:27.749257420,late
T0000871,2026-01-19 15:09:00,EQX0003,Komatsu WA380,77.750448,Running,4.68,3.03,64.79,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,14.881188118811885,False,2026-09-01 10:27:27.749257420,late
T0000872,2026-01-20 17:26:00,EQX0003,Komatsu WA380,77.753464,Running,6.26,5.16,82.53,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,14.525193798449612,False,2026-09-01 10:27:27.749257420,late
T0000873,2026-01-21 13:58:00,EQX0003,Komatsu WA380,77.752362,Running,9.26,5.62,60.71,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,20.460854092526688,False,2026-09-01 10:27:27.749257420,late
T0000874,2026-01-22 14:30:00,EQX0003,Komatsu WA380,77.749965,Running,8.34,5.8,69.53,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,17.9,False,2026-09-01 10:27:27.749257420,late
T0000875,2026-01-23 08:57:00,EQX0003,Komatsu WA380,77.751153,Running,9.86,7.11,72.11,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,20.004219409282697,False,2026-09-01 10:27:27.749257420,late
T0000876,2026-01-24 09:01:00,EQX0003,Komatsu WA380,77.751453,Running,11.0,7.1,64.5,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,19.40422535211268,False,2026-09-01 10:27:27.749257420,late
T0000877,2026-01-25 10:45:00,EQX0003,Komatsu WA380,77.74578,Running,8.18,8.08,98.78,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,19.037128712871286,False,2026-09-01 10:27:27.749257420,late
T0000878,2026-01-26 15:46:00,EQX0003,Komatsu WA380,77.746178,Running,4.45,4.29,96.4,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,14.13053613053613,False,2026-09-01 10:27:27.749257420,late
T0000879,2026-01-27 06:18:00,EQX0003,Komatsu WA380,77.748331,Running,8.71,5.74,65.86,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,15.587108013937282,False,2026-09-01 10:27:27.749257420,late
T0000880,2026-01-28 08:55:00,EQX0003,Komatsu WA380,77.751731,Running,6.33,4.86,76.82,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,19.68930041152263,False,2026-09-01 10:27:27.749257420,late
T0000881,2026-01-29 14:25:00,EQX0003,Komatsu WA380,77.746251,Running,10.31,7.79,75.55,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,17.550706033376123,False,2026-09-01 10:27:27.749257420,late
T0000882,2026-01-30 12:18:00,EQX0003,Komatsu WA380,77.746376,Running,11.82,8.29,70.15,Service Due,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,14.722557297949338,False,2026-09-01 10:27:27.749257420,late
T0000883,2026-01-31 09:52:00,EQX0003,Komatsu WA380,77.748086,Off,2.17,0.0,0.0,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,,False,2026-09-01 10:27:27.749257420,late
T0000884,2026-02-01 18:29:00,EQX0003,Komatsu WA380,77.754333,Running,9.13,6.03,66.02,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,12.83250414593698,False,2026-09-01 10:27:27.749257420,late
T0000885,2026-02-02 18:50:00,EQX0003,Komatsu WA380,77.750289,Running,5.11,3.18,62.18,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,19.37106918238993,False,2026-09-01 10:27:27.749257420,late
T0000886,2026-02-03 09:04:00,EQX0003,Komatsu WA380,77.745861,Running,7.98,6.63,83.12,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,17.671191553544496,False,2026-09-01 10:27:27.749257420,late
T0000887,2026-02-04 08:46:00,EQX0003,Komatsu WA380,77.752512,Running,12.5,10.48,83.89,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,17.621183206106867,False,2026-09-01 10:27:27.749257420,late
T0000888,2026-02-05 13:23:00,EQX0003,Komatsu WA380,77.746724,Running,5.73,4.57,79.87,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,12.25382932166302,False,2026-09-01 10:27:27.749257420,late
T0000889,2026-02-06 13:13:00,EQX0003,Komatsu WA380,77.751372,Running,2.63,2.53,96.2,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,11.889328063241107,False,2026-09-01 10:27:27.749257420,late
T0000890,2026-02-07 06:20:00,EQX0003,Komatsu WA380,77.747026,Off,3.07,0.33,10.71,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,33.81818181818182,False,2026-09-01 10:27:27.749257420,late
T0000891,2026-02-08 11:23:00,EQX0003,Komatsu WA380,77.751045,Off,1.77,0.23,13.29,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,21.08695652173913,False,2026-09-01 10:27:27.749257420,late
T0000892,2026-02-09 13:22:00,EQX0003,Komatsu WA380,77.749704,Running,8.43,5.66,67.11,Good,RNT001331,Vendor 019,2026-08-30 03:40:44.365117753,2026-08-30 21:50:26.558061114,19.23498233215548,False,2026-09-01 10:27:27.749257420,late
